id_gsn;monastery_name;Lon;Lat;Standort;diocese;order_name;order_begin_tpq;order_end_tpq;alt_label_diocese;RG_Abkuerzung;id_order
57;Kollegiatstift Bockenem;10.124;52.007;Bockenem;Hildesheim;Kanoniker;1411;1412;eccl. Hildesem.;eccl.;34
58;Kollegiatstift St. Cyriacus, Braunschweig;10.517.951;52.256.866;Braunschweig;Hildesheim;Kanoniker;1029;1542;eccl. Hildesem.;eccl.;34
60;Franziskanerkloster Braunschweig;10.518.664;52.265.374;Braunschweig;Hildesheim;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1223;1529;eccl. Hildesem.;o. fr. min.;7
61;Zisterzienserinnenabtei Braunschweig (Kreuzkloster);10.508.889;52.268.056;Braunschweig;Hildesheim;Zisterzienserinnen;1409;1532;eccl. Hildesem.;o. Cist.;28
62;Benediktinerkloster Brunshausen, später Benediktinerinnen;10.031.944;51.882.778;Brunshausen;Hildesheim;Benediktinerinnen;1192;1568;eccl. Hildesem.;o. s. Ben.;33
64;Franziskanerkloster Celle;10.085.623;52.625.009;Celle;Hildesheim;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1453;1525;eccl. Hildesem.;o. fr. min.;7
65;Benediktinerkloster Clus;1.000.863;5.188.327;Clus;Hildesheim;Benediktiner;1124;1596;eccl. Hildesem.;o. s. Ben.;16
67;Augustinerchorfrauenstift Dorstadt;1.056.567;5.209.827;Dorstadt;Hildesheim;Augustinerchorfrauen;1189;1568;eccl. Hildesem.;o. s. Aug.;25
68;Augustinerinnenkloster Eldagsen (Marienthal);965.466.666.666.667;521.698.333.333.333;Eldagsen;Hildesheim;Augustinereremitinnen;1437;1647;eccl. Hildesem.;o. fr. herem. s. Aug.;32
69;Benediktinerinnenkloster Escherde;982.012;5.211.598;† Bovingehusen;Hildesheim;Benediktinerinnen;1301;1543;eccl. Hildesem.;o. s. Ben.;33
69;Benediktinerinnenkloster Escherde;982.012;5.211.598;† Bovingehusen;Hildesheim;Kanonissen/Benediktinerinnen;1195;1301;eccl. Hildesem.;;68
70;Kanonissenstift Gandersheim;10.026.097;51.870.397;Gandersheim;Hildesheim;Kanonissen;852;1568;eccl. Hildesem.;eccl.;35
71;Benediktinerinnenkloster St. Marien, Gandersheim;10.028.350;51.869.186;Gandersheim;Hildesheim;Benediktinerinnen;1482;1570;eccl. Hildesem.;o. s. Ben.;33
71;Benediktinerinnenkloster St. Marien, Gandersheim;10.028.350;51.869.186;Gandersheim;Hildesheim;Kanonissen;1200;1482;eccl. Hildesem.;eccl.;35
73;Stift Georgenberg, Goslar (Grauhof);10.428.333;51.911.111;Georgenberg;Hildesheim;Augustinerchorherren;1126;1568;eccl. Hildesem.;o. s. Aug.;1
75;Stift auf dem Petersberg, Goslar;1.044.629;5.191.063;Goslar;Hildesheim;Kanoniker;1056;1570;eccl. Hildesem.;eccl.;34
77;Johanniterkommende Kleinerdlingen (Nördlingen);10.473.985;48.836.026;Kleinerdlingen;Augsburg;Johanniter;1200;1808;eccl. August.;s. Johannis Jerus.;12
78;Augustinerchorfrauenstift Derneburg (später Zisterzienserinnen, dann Zisterzienser);10.133.203.744.095;5.209.559.346.748.790;Derneburg;Hildesheim;Augustinerchorfrauen;1213;1443;eccl. Hildesem.;o. s. Aug.;25
78;Augustinerchorfrauenstift Derneburg (später Zisterzienserinnen, dann Zisterzienser);10.133.203.744.095;5.209.559.346.748.790;Derneburg;Hildesheim;Zisterzienserinnen;1443;1543;eccl. Hildesem.;o. Cist.;28
81;Kollegiatstift St. Simon und Judas, Goslar;10.427.806;5.190.325;Goslar;Hildesheim;Kanoniker;997;1566;eccl. Hildesem.;eccl.;34
82;Zisterzienserinnenkloster Neuwerk, Goslar;10.425.528;51.909.556;Goslar;Hildesheim;Zisterzienserinnen;1186;1570;eccl. Hildesem.;o. Cist.;28
84;Johanniterkommende Hl. Grab, Goslar;10.418.927;51.909.726;Goslar;Hildesheim;Johanniter;1164;1534;eccl. Hildesem.;s. Johannis Jerus.;12
85;Franziskanerkloster Goslar;104.246.666.666.667;519.043.333.333.333;Goslar;Hildesheim;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1223;1530;eccl. Hildesem.;o. fr. min.;7
86;Deutschordenskommende Goslar;10.427.945;51.904.434;Goslar;Hildesheim;Deutscher Orden;1227;1367;eccl. Hildesem.;theutonicorum;22
87;Magdalenerinnenkloster Frankenberg, Goslar;10.418.444;51.903.167;Goslar;Hildesheim;Magdalenerinnen (Reuerinnen);1234;1568;eccl. Hildesem.;;38
90;Kanonissen- /Augustinerchorfrauenstift Heiningen;10.556.222;52.071.278;Heiningen;Hildesheim;Augustinerchorfrauen;1126;1568;eccl. Hildesem.;o. s. Aug.;25
93;Benediktinerabtei St. Michael, Hildesheim;9.943.611;52.152.778;Hildesheim;Hildesheim;Benediktiner;1005;1803;eccl. Hildesem.;o. s. Ben.;16
95;Kollegiatstift St. Mauritius, Hildesheim;9.926.389;52.146.944;Hildesheim;Hildesheim;Kanoniker;1058;1810;eccl. Hildesem.;eccl.;34
97;Kollegiatstift, später Augustinerchorherrenstift zur Sülte, Hildesheim;995.747;52.155.755;Hildesheim;Hildesheim;Augustinerchorherren;1115;1803;eccl. Hildesem.;o. s. Aug.;1
98;Domstift Aquileia, Italien;13.370.990.249.770.700;4.576.974.245.975.150;Aquileia;Aquileia;Kanoniker;1031;1751;eccl. Aquileg.;eccl.;34
99;Kollegiatstift Hl. Kreuz, Hildesheim;995.099;5.214.959;Hildesheim;Hildesheim;Kanoniker;1054;1810;eccl. Hildesem.;eccl.;34
100;Benediktinerabtei St. Godehard, Hildesheim;9.949.224;52.144.827;Hildesheim;Hildesheim;Benediktiner;1133;1803;eccl. Hildesem.;o. s. Ben.;16
101;Kollegiatstift St. Andreas, Hildesheim;9.950.053;52.151.533;Hildesheim;Hildesheim;Kanoniker;1196;1810;eccl. Hildesem.;eccl.;34
102;Kollegiatstift St. Johannis, Hildesheim;993.999;5.214.802;Hildesheim;Hildesheim;Kanoniker;1154;1810;eccl. Hildesem.;eccl.;34
103;Franziskanerkloster Hildesheim;9.944.444;52.148.889;Hildesheim;Hildesheim;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1235;1547;eccl. Hildesem.;o. fr. min.;7
104;Magdalenerinnenkloster Hildesheim;9.941.111;52.150.833;Hildesheim;Hildesheim;Magdalenerinnen (Reuerinnen);1227;1810;eccl. Hildesem.;;38
106;Dominikanerkloster Hildesheim;9.949.761;52.147.464;Hildesheim;Hildesheim;Dominikaner;1181;1547;eccl. Hildesem.;o. pred.;13
107;Kollegiatstift Maria Magdalena, genannt Schüsselkorb, Hildesheim;9.947.666;52.149.300;Hildesheim;Hildesheim;Kanoniker;1300;1810;eccl. Hildesem.;eccl.;34
108;Kartause Hildesheim;9.948.313;52.147.079;Hildesheim;Hildesheim;Kartäuser;1388;1777;eccl. Hildesem.;o. Cartus.;4
109;Fraterherren Lüchtenhof, Hildesheim;995.108;5.214.706;Hildesheim;Hildesheim;Kanoniker;1451;1604;eccl. Hildesem.;eccl.;34
110;Zellitenhaus Hildesheim;995.166.666.666.667;521.528.333.333.333;Hildesheim;Hildesheim;Alexianer (Celliten);1351;1601;eccl. Hildesem.;;37
114;Zisterzienserinnenkloster Isenhagen;10.602.821;52.731.100;Hankensbüttel;Hildesheim;Zisterzienserinnen;1265;1540;eccl. Hildesem.;o. Cist.;28
114;Zisterzienserinnenkloster Isenhagen;106.535.260.797.823;527.278.375;Alt Isenhagen;Hildesheim;Zisterzienserinnen;1265;1540;eccl. Hildesem.;o. Cist.;28
116;Lamspringe, später Benediktinerinnen, dann Benediktiner Lamspringe;1.001.606;519.634;Lamspringe;Hildesheim;Benediktinerinnen;1138;1568;eccl. Hildesem.;o. s. Ben.;33
119;Karmelitenkloster Marienau;957.024;5.211.032;Marienau;Hildesheim;Karmeliten;1305;1566;eccl. Hildesem.;o. Carm.;3
120;Zisterzienserkloster Marienrode (früher Backenrode), zuvor Augustinerchorherrenstift;9.914.308;52.113.944;Marienrode;Hildesheim;Zisterzienser;1259;1806;eccl. Hildesem.;o. Cist.;5
123;Kollegiatstift St. Cäcilia, Ölsburg;102.196.666.666.667;522.598.333.333.333;Ölsburg;Hildesheim;Kanoniker;1134;1434;eccl. Hildesem.;eccl.;34
126;Augustinerchorherrenstift Riechenberg;1.040.006;5.192.367;Goslar;Hildesheim;Augustinerchorherren;1117;1568;eccl. Hildesem.;o. s. Aug.;1
127;Kanonissenstift Ringelheim, später Benediktiner;1.031.107;5.203.507;Ringelheim;Hildesheim;Benediktiner;1150;1568;eccl. Hildesem.;o. s. Ben.;16
131;Augustinerchorfrauenstift Steterburg;10.473.611;52.193.611;Steterburg;Hildesheim;Augustinerchorfrauen;1134;1568;eccl. Hildesem.;o. s. Aug.;25
135;Augustinerchorherrenstift Wittenburg;9.706.137;52.141.591;Wittenburg;Hildesheim;Augustinerchorherren;1316;1564;eccl. Hildesem.;o. s. Aug.;1
136;Zisterzienserinnenkloster Wöltingerode;10.539.444;51.959.722;Wöltingerode;Hildesheim;Zisterzienserinnen;1188;1572;eccl. Hildesem.;o. Cist.;28
141;Benediktinerkloster St. Ägidien, Braunschweig;10.525.547;52.259.559;Braunschweig;Halberstadt;Benediktiner;1115;1539;eccl. Halberstad.;o. s. Ben.;16
142;Templerkommende Braunschweig;10.526.848;52.264.258;Braunschweig;Halberstadt;Templerorden;1173;1312;eccl. Halberstad.;;39
148;Dominikanerkloster Braunschweig;10.524.905;52.265.758;Braunschweig;Halberstadt;Dominikaner;1307;1528;eccl. Halberstad.;o. pred.;13
149;Deutschordenskommende Elmsburg;10.918.083;52.125.278;Elmsburg;Halberstadt;Deutscher Orden;1216;1395;eccl. Halberstad.;theutonicorum;22
150;Templerkommende Emmerstedt, später Johanniterkommende?;10.960.551;52.243.772;Emmerstedt;Halberstadt;Johanniter;1312;1357;eccl. Halberstad.;s. Johannis Jerus.;12
150;Templerkommende Emmerstedt, später Johanniterkommende?;10.960.551;52.243.772;Emmerstedt;Halberstadt;Templerorden;1245;1312;eccl. Halberstad.;;39
151;Johanniterkommende Fallersleben;107.175;524.178.333.333.333;Fallersleben;Halberstadt;Johanniter;1451;1451;eccl. Halberstad.;s. Johannis Jerus.;12
154;Benediktinerkloster St. Ludgeri, Helmstedt;11.015.661;52.226.169;Helmstedt;Halberstadt;Benediktiner;827;1802;eccl. Halberstad.;o. s. Ben.;16
155;Benediktinerkloster Königslutter (zuvor Kanonissenstift, zuvor Kollegiatstift?);10.815.719;52.244.719;Königslutter;Halberstadt;Benediktiner;1135;1571;eccl. Halberstad.;o. s. Ben.;16
157;Deutschordenskommende Lucklum;10.690.431;52.205.204;Lucklum;Halberstadt;Deutscher Orden;1259;1809;eccl. Halberstad.;theutonicorum;22
158;Zisterzienserabtei Mariental (Vallis s. Mariae);10.985.058;52.275.942;Mariental;Halberstadt;Zisterzienser;1138;1569;eccl. Halberstad.;o. Cist.;5
161;Zisterzienserabtei Riddagshausen;105.713.333.333.333;522.688.333.333.333;Riddagshausen;Halberstadt;Zisterzienser;1140;1569;eccl. Halberstad.;o. Cist.;5
162;Augustinerchorherrenstift Schöningen, zuvor Kanonissenstift;10.956.619;52.138.749;Schöningen;Halberstadt;Augustinerchorherren;1120;1574;eccl. Halberstad.;o. s. Aug.;1
164;Kollegiatstift Süpplingenburg, später Templerkomturei, später Johanniterkommende;109.046.573;522.508.026;Süpplingenburg;Halberstadt;Johanniter;1312;1542;eccl. Halberstad.;s. Johannis Jerus.;12
164;Kollegiatstift Süpplingenburg, später Templerkomturei, später Johanniterkommende;109.046.573;522.508.026;Süpplingenburg;Halberstadt;Templerorden;1173;1312;eccl. Halberstad.;;39
167;Templerkommende Tempelachim (Tempelhof);10.585.531;52.050.811;Tempelachim;Halberstadt;Templerorden;1208;1312;eccl. Halberstad.;;39
168;Benediktinerpropstei Wanlefsrode;10.617;51.892;Wanlefsrode;Halberstadt;Benediktiner;1002;1434;eccl. Halberstad.;o. s. Ben.;16
171;Kollegiatstift St. Maria, Arneburg;12.007.876;52.672.933;Arneburg;Halberstadt;Kanoniker;1459;1549;eccl. Halberstad.;eccl.;34
175;Kollegiatstift St. Nikolaus, Stendal;11.860.417;52.600.361;Stendal;Halberstadt;Kanoniker;1188;1551;eccl. Halberstad.;eccl.;34
177;Franziskanerkloster Stendal;11.855.855;52.603.873;Stendal;Halberstadt;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1245;1540;eccl. Halberstad.;o. fr. min.;7
178;Augustinerchorfrauenstift St. Katharinen, Stendal;11.863.862;52.600.502;Stendal;Halberstadt;Augustinerchorfrauen;1460;1540;eccl. Halberstad.;o. s. Aug.;25
181;Dominikanerkonvent Tangermünde;11.967.841;52.538.578;Tangermünde;Halberstadt;Dominikaner;1438;1540;eccl. Halberstad.;o. pred.;13
182;Kollegiatstift St. Johannes bapt. und St. Johannes ev., Tangermünde;11.978.189;52.543.166;Tangermünde;Halberstadt;Kanoniker;1376;1540;eccl. Halberstad.;eccl.;34
183;Kollegiatstift St. Maria zur Klause, Tangermünde;119.713.333.333.333;525.411.666.666.667;Tangermünde;Halberstadt;Kanoniker;1459;1540;eccl. Halberstad.;eccl.;34
184;Johanniterkommende Werben;11.982.084;52.859.306;Werben (Elbe);Halberstadt;Johanniter;1200;1545;eccl. Halberstad.;s. Johannis Jerus.;12
185;Templerkommende Halberstadt;11.058.611;51.896.111;Halberstadt;Halberstadt;Templerorden;1192;1306;eccl. Halberstad.;;39
186;Templerkommende Wichmannsdorf;11.377.950;52.267.663;Wichmannsdorf;Magdeburg;Templerorden;1223;1305;eccl. Magdeburg.;;39
187;Benediktinerinnenkloster Alsleben, später Kollegiatstift;11.681.630;51.700.719;Alsleben (Saale);Halberstadt;Benediktinerinnen;929;1448;eccl. Halberstad.;o. s. Ben.;33
187;Benediktinerinnenkloster Alsleben, später Kollegiatstift;11.681.630;51.700.719;Alsleben (Saale);Halberstadt;Kanoniker;1448;1561;eccl. Halberstad.;eccl.;34
189;Benediktinerkloster Ballenstedt, zuvor Kollegiatstift;11.218.279;51.718.667;Ballenstedt;Halberstadt;Benediktiner;1123;1525;eccl. Halberstad.;o. s. Ben.;16
191;Kollegiatstift St. Bonifatius, Halberstadt;11.048.616;51.900.417;Halberstadt;Halberstadt;Kanoniker;1034;1591;eccl. Halberstad.;eccl.;34
192;Augustinerchorherrenstift Halberstadt;110.513.333.333.333;518.916.666.666.667;Halberstadt;Halberstadt;Augustinerchorherren;1107;1804;eccl. Halberstad.;o. s. Aug.;1
194;Kollegiatstift St. Maria, Halberstadt;11.044.164;51.895.639;Halberstadt;Halberstadt;Kanoniker;996;1648;eccl. Halberstad.;eccl.;34
195;Kollegiatstift SS. Peter und Paul, Halberstadt;11.055.916;5.189.696;Halberstadt;Halberstadt;Kanoniker;1083;1810;eccl. Halberstad.;eccl.;34
196;Benediktinerinnenkloster Hecklingen;11.533.508;51.846.635;Hecklingen;Halberstadt;Benediktinerinnen;1130;1559;eccl. Halberstad.;o. s. Ben.;33
198;Benediktinerkloster Hillersleben;11.488.327;52.273.091;Hillersleben;Halberstadt;Benediktiner;1096;1632;eccl. Halberstad.;o. s. Ben.;16
202;Benediktinerkloster Konradsburg, Ermsleben (später Kartäuser);11.347.306;51.714.333;Ermsleben;Halberstadt;Benediktiner;1120;1476;eccl. Halberstad.;o. s. Ben.;16
202;Benediktinerkloster Konradsburg, Ermsleben (später Kartäuser);11.347.306;51.714.333;Ermsleben;Halberstadt;Kartäuser;1476;1531;eccl. Halberstad.;o. Cartus.;4
205;Kollegiatstift Nienburg;117.675;51.837;Nienburg (Saale);Magdeburg;Kanoniker;1129;1375;eccl. Magdeburg.;eccl.;34
206;Prämonstratenserstift St. Wiperti, Quedlinburg, zuvor Kollegiatstift;111.501.666.666.667;51.788;Quedlinburg;Halberstadt;Prämonstratenser;1139;1547;eccl. Halberstad.;o. Prem.;14
208;Zisterzienserinnenkloster Sangerhausen;113.015;51.474.389;Sangerhausen;Halberstadt;Zisterzienserinnen;1123;1540;eccl. Halberstad.;o. Cist.;28
210;Kollegiatstift St. Maria, Walbeck;11.069.693;52.278.584;Walbeck;Halberstadt;Kanoniker;942;1591;eccl. Halberstad.;eccl.;34
211;Kollegiatstift St. Georg, Wernigerode;10.784.233;51.831.981;Wernigerode;Halberstadt;Kanoniker;1255;1533;eccl. Halberstad.;eccl.;34
212;Benediktinerkloster Wimmelburg;115.143;515.197;Wimmelburg;Halberstadt;Benediktiner;1059;1524;eccl. Halberstad.;o. s. Ben.;16
214;Augustinerchorfrauenstift Marienbeek, Badersleben;10.885.107;51.982.744;Badersleben;Halberstadt;Augustinerchorfrauen;1479;1810;eccl. Halberstad.;o. s. Aug.;25
215;Augustinerchorherrenstift Hamersleben, gegründet in Osterwieck;11.086.111;52.063.333;Hamersleben;Halberstadt;Augustinerchorherren;1267;1804;eccl. Halberstad.;o. s. Aug.;1
216;Augustinerchorherrenstift Hedersleben, zuvor Benediktinerinnenkloster;116.505;515.431.666.666.667;Hedersleben;Halberstadt;Augustinerchorherren;1264;1525;eccl. Halberstad.;o. s. Aug.;1
221;Augustinerchorfrauenstift Marienborn;1.110.824;5.219.701;Marienborn;Halberstadt;Augustinerchorfrauen;1230;1573;eccl. Halberstad.;o. s. Aug.;25
224;Zisterzienserinnenkloster Abbenrode, zuvor Kanonissenstift;10.627.222;51.930.278;Abbenrode;Halberstadt;Zisterzienserinnen;1240;1555;eccl. Halberstad.;o. Cist.;28
225;Dominikanerkloster Wismar (Schwarzes Kloster);11.465.811;53.889.092;Wismar;Ratzeburg;Dominikaner;1293;1562;eccl. Razeburg.;o. pred.;13
226;Domstift Ratzeburg;10.775;53.703.889;Ratzeburg;Ratzeburg;Prämonstratenser;1154;1504;eccl. Razeburg.;o. Prem.;14
227;Benediktinerinnenkloster Eldena;114.275;53.228.056;Eldena;Ratzeburg;Benediktinerinnen;1229;1558;eccl. Razeburg.;o. s. Ben.;33
232;Prämonstratenserinnenstift Rehna;11.050.278;53.780.278;Rehna;Ratzeburg;Benediktinerinnen;1236;1319;eccl. Razeburg.;o. s. Ben.;33
232;Prämonstratenserinnenstift Rehna;11.050.278;53.780.278;Rehna;Ratzeburg;Prämonstratenserinnen;1319;1504;eccl. Razeburg.;o. Prem.;31
236;Franziskanerkloster Himmelspforte, Wismar;114.664;53.894.024;Wismar, Hansestadt;Ratzeburg;Franziskaner (Minoriten/Konventualen/Observanten/Rekollekten);1250;1527;eccl. Razeburg.;o. fr. min.;7
238;Johanniterpriorei Eichsen;1.126.038;5.374.614;Groß Eichsen;Ratzeburg;Johanniter;1200;1541;eccl. Razeburg.;s. Johannis Jerus.;12
239;Kloster der Ordensgemeinschaft vom heiligen Geist, Kuddewörde;1.040.119;53.588.248;Kuddewörde;Ratzeburg;Chorherren vom Heiligen Geist;1497;1524;eccl. Razeburg.;;95
240;Birgittinerinnen- und Birgittinerkloster Marienwohlde, Mölln;1.069.568;53.649.102;Pezeke;Ratzeburg;Orden der Heiligen Birgitta (Birgitten);1413;1534;eccl. Razeburg.;;17
241;Johanniterkomturei (Klein) Krankow;11.335;538.098.333.333.333;Klein Krankow;Ratzeburg;Deutscher Orden;1218;1356;eccl. Razeburg.;theutonicorum;22
243;Zisterzienserinnenkloster Blankenburg;10.954.536;51.787.787;Blankenburg (Harz);Halberstadt;Zisterzienser-Doppelkloster;1234;1305;eccl. Halberstad.;o. Cist.;57
243;Zisterzienserinnenkloster Blankenburg;10.954.536;51.787.787;Blankenburg (Harz);Halberstadt;Zisterzienserinnen;1305;1532;eccl. Halberstad.;o. Cist.;28
245;Prämonstratenserstift Klosterroda (auch Hildeburgerode, Rode);11.446.384;51.498.156;Klosterrode;Halberstadt;Prämonstratenser;1135;1543;eccl. Halberstad.;o. Prem.;14
246;Benediktinerkloster Gröningen;1.120.001;5.193.466;Gröningen;Halberstadt;Benediktiner;936;1545;eccl. Halberstad.;o. s. Ben.;16
247;Benediktinerinnenkloster Hadmersleben;11.301.667;519.925;Hadmersleben;Halberstadt;Benediktinerinnen;961;1810;eccl. Halberstad.;o. s. Ben.;33
248;Kanonissenstift Gernrode;11.136.111;51.724.167;Gernrode;Halberstadt;Kanonissen;961;1521;eccl. Halberstad.;eccl.;35
249;Benediktinerinnenkloster Stötterlingenburg;106.665;5.196.735;Stötterlingenburg;Halberstadt;Benediktinerinnen;987;1540;eccl. Halberstad.;o. s. Ben.;33
250;Augustinerchorherrenstift Kaltenborn;11.389.710.986.644.100;5.149.924.682.459.690;Kaltenborn;Halberstadt;Augustinerchorherren;1118;1538;eccl. Halberstad.;o. s. Aug.;1
251;Kanonissenstift Gerbstedt, später Benediktinerinnenkloster;11.628.679;51.631.596;Gerbstedt;Halberstadt;Benediktinerinnen;1118;1540;eccl. Halberstad.;o. s. Ben.;33
253;Benediktinerkloster Ilsenburg;10.678.611;51.859.722;Ilsenburg (Harz);Halberstadt;Benediktiner;1111;1631;eccl. Halberstad.;o. s. Ben.;16
254;Zisterzienserinnenkloster Adersleben;11.184.722;51.893.056;Adersleben;Halberstadt;Zisterzienserinnen;1234;1809;eccl. Halberstad.;o. Cist.;28
255;Benediktinerkloster, später Prämonstratenserstift Cölbigk;11.655.638;51.799.159;Cölbigk;Halberstadt;Prämonstratenser;1142;1525;eccl. Halberstad.;o. Prem.;14
259;Zisterzienserkloster Sittichenbach;1.151.805.371.927.860;5.146.648.891.895.380;Sittichenbach;Halberstadt;Zisterzienser;1141;1525;eccl. Halberstad.;o. Cist.;5
260;Benediktinerkloster Huysburg, Huy;11.001.931;51.960.186;Huy-Neinstedt;Halberstadt;Benediktiner;1411;1804;eccl. Halberstad.;o. s. Ben.;16
260;Benediktinerkloster Huysburg, Huy;11.001.931;51.960.186;Huy-Neinstedt;Halberstadt;Benediktiner-Doppelkloster;1075;1411;eccl. Halberstad.;o. s. Ben.;48
263;Augustinereremitenkloster Helmstedt;11.010.138;52.227.617;Helmstedt;Halberstadt;Augustinereremiten;1290;1501;eccl. Halberstad.;o. fr. herem. s. Aug.;36
264;Kanonissenstift Frose;11.380.075;51.795.723;Frose;Halberstadt;Kanonissen;961;1511;eccl. Halberstad.;eccl.;35
265;Kanonissenstift Vitzenburg, später Benediktinerkloster, später Reinsdorf;11.596.600;51.294.648;Reinsdorf;Halberstadt;Benediktiner;1102;1539;eccl. Halberstad.;o. s. Ben.;16
266;Benediktinerpropstei Hagenrode;11.117.590;51.655.210;† Hagenrode bei Alexisbad;Halberstadt;Benediktiner;975;1500;eccl. Halberstad.;o. s. Ben.;16
268;Benediktinerinnenkloster Holzzelle (Hornburg);11.587;51.453;Hornburg;Halberstadt;Benediktinerinnen;827;1525;eccl. Halberstad.;o. s. Ben.;33
269;Benediktinerkloster Eilversdorf (Marienzell);115.368.333.333.333;51.374;Eilversdorf;Halberstadt;Benediktiner;1107;1558;eccl. Halberstad.;o. s. Ben.;16
271;Benediktiner-, später Zisterzienserinnenkloster Rohrbach bei Oberröblingen;1.128.505.791.438.660;5.144.167.566.215.360;Rohrbach;Halberstadt;Benediktiner;1115;1319;eccl. Halberstad.;o. s. Ben.;16
271;Benediktiner-, später Zisterzienserinnenkloster Rohrbach bei Oberröblingen;1.128.505.791.438.660;5.144.167.566.215.360;Rohrbach;Halberstadt;Zisterzienserinnen;1319;1544;eccl. Halberstad.;o. Cist.;28
273;Benediktinerkloster Goseck;11.875.448;51.192.443;Goseck;Halberstadt;Benediktiner;1036;1540;eccl. Halberstad.;o. s. Ben.;16
279;Zisterzienserinnenkloster St. Marien zu Helfta (bei Eisleben), später Neuenhelfta;11.549.687;51.531.448;Neuenhelfta;Halberstadt;Zisterzienserinnen;1229;1545;eccl. Halberstad.;o. Cist.;28
279;Zisterzienserinnenkloster St. Marien zu Helfta (bei Eisleben), später Neuenhelfta;11.579.472;51.508.472;Helfta;Halberstadt;Zisterzienserinnen;1229;1545;eccl. Halberstad.;o. Cist.;28
